NOME;RENDA;GINI;CMI
São Pedro do Iguaçu (PR);282.68;0.49;24.5
São Pedro do Ivaí (PR);449.08;0.5;28.03
São Pedro do Paraná (PR);345.85;0.47;24.5
São Pedro do Piauí (PI);149.13;0.56;37.92
São Pedro dos Crentes (MA);102.74;0.51;45.57
São Pedro dos Ferros (MG);317.4;0.53;40.87
São Pedro do Suaçuí (MG);193.42;0.48;39.05
São Pedro do Sul (RS);471.4;0.55;24.4
São Pedro do Turvo (SP);354.27;0.45;20.9
São Pedro (RN);134.79;0.54;34.55
São Pedro (SP);693.75;0.5;16.7
São Rafael (RN);212.51;0.54;46.66
São Raimundo das Mangabeiras (MA);211.4;0.62;53.3
São Raimundo do Doca Bezerra (MA);112.27;0.52;63.93
São Raimundo Nonato (PI);231.3;0.55;34.57
São Roberto (MA);80.04;0.54;53.3
São Romão (MG);213.48;0.54;42.48
São Roque de Minas (MG);524.76;0.45;22.06
São Roque do Canaã (ES);378.34;0.47;22.34
São Roque (SP);842.45;0.54;15.8
São Salvador do Tocantins (TO);175.33;0.56;45.71
São Sebastião (AL);139.48;0.54;52.2
São Sebastião da Amoreira (PR);351.33;0.5;26.6
São Sebastião da Bela Vista (MG);382.4;0.43;26.13
São Sebastião da Boa Vista (PA);136.21;0.49;34.63
São Sebastião da Grama (SP);477.35;0.52;20.3
São Sebastião da Vargem Alegre (MG);279.93;0.42;30.68
São Sebastião de Lagoa de Roça (PB);220.52;0.59;43.35
São Sebastião do Alto (RJ);339.29;0.49;22.41
São Sebastião do Anta (MG);220.94;0.45;44.74
São Sebastião do Caí (RS);695.4;0.53;13.6
São Sebastião do Maranhão (MG);155.51;0.54;35.42
São Sebastião do Oeste (MG);343.1;0.44;22.06
São Sebastião do Paraíso (MG);635.55;0.53;18.66
São Sebastião do Passé (BA);249.07;0.54;42.13
São Sebastião do Rio Preto (MG);263.62;0.5;35.81
São Sebastião do Rio Verde (MG);289.52;0.57;22.75
São Sebastião do Tocantins (TO);137.7;0.55;52.33
São Sebastião do Uatumã (AM);147.69;0.58;48.5
São Sebastião do Umbuzeiro (PB);171.59;0.44;47.59
São Sebastião (SP);715.41;0.51;18.3
São Sepé (RS);443.68;0.55;17.6
São Simão (GO);456.98;0.55;23.2
São Simão (SP);636.02;0.53;16.2
São Thomé das Letras (MG);398.03;0.54;33.66
São Tiago (MG);320.7;0.5;32.11
São Tomás de Aquino (MG);411.5;0.46;22.27
São Tomé (PR);373.14;0.53;29.59
São Tomé (RN);157.64;0.5;57.33
São Valentim do Sul (RS);665.98;0.46;13.2
São Valentim (RS);351.28;0.55;19.7
São Valério do Sul (RS);251.57;0.57;19.6
São Valério (TO);245.29;0.56;42.69
São Vendelino (RS);575.72;0.38;13.3
São Vicente de Minas (MG);407.91;0.59;19.69
São Vicente do Sul (RS);527.85;0.66;17.9
São Vicente Ferrer (MA);111.69;0.58;52.12
São Vicente Ferrer (PE);156.37;0.56;60.78
São Vicente (RN);182.42;0.52;54.61
São Vicente (SP);667.43;0.49;18.2
Sapeaçu (BA);201.62;0.55;34.08
Sapé (PB);160.83;0.5;55.99
Sapezal (MT);703.81;0.47;16.88
Sapiranga (RS);589.53;0.43;19.5
Sapopema (PR);248.67;0.53;31
Sapucaia do Sul (RS);539.25;0.45;18
Sapucaia (PA);335.51;0.52;30.04
Sapucaia (RJ);506.59;0.54;20.82
Sapucaí-Mirim (MG);410.42;0.46;18.21
Saquarema (RJ);532.37;0.54;20.49
Sarandi (PR);377.73;0.4;20.9
Sarandi (RS);574.06;0.53;15
Sarapuí (SP);550.6;0.52;22.9
Sardoá (MG);236.72;0.58;29.84
Sarutaiá (SP);329.65;0.48;22.6
Sarzedo (MG);360.48;0.46;23.6
Sátiro Dias (BA);103.39;0.54;56.49
Satuba (AL);253.41;0.52;30.5
Satubinha (MA);87.52;0.58;63.11
Saubara (BA);204.5;0.49;46.77
Saudade do Iguaçu (PR);604.56;0.47;28.5
Saudades (SC);466.91;0.47;18.8
Saúde (BA);151.98;0.55;50.89
Schroeder (SC);836.7;0.36;22.5
Seabra (BA);223.29;0.57;48.46
Seara (SC);591.68;0.51;14.8
Sebastianópolis do Sul (SP);406.99;0.42;17.7
Sebastião Barros (PI);98.02;0.49;48.6
Sebastião Laranjeiras (BA);217.64;0.53;35.98
Sebastião Leal (PI);112.67;0.58;37.56
Seberi (RS);375.7;0.57;17.7
Sede Nova (RS);359.43;0.56;17.8
Segredo (RS);282.83;0.51;25.5
Selbach (RS);1055.91;0.47;14
Selvíria (MS);376.6;0.53;27.76
Sem-Peixe (MG);206.01;0.51;31.15
Senador Alexandre Costa (MA);127.72;0.51;70.34
Senador Amaral (MG);368.19;0.45;28.54
Senador Canedo (GO);317.14;0.43;29
Senador Cortes (MG);270.6;0.49;24.08
Senador Elói de Souza (RN);136.79;0.5;62.95
Senador Firmino (MG);278.81;0.49;23.2
Senador Georgino Avelino (RN);198.8;0.48;47.58
Senador Guiomard (AC);300.18;0.56;25.45
Senador José Bento (MG);493.87;0.49;22.88
Senador José Porfírio (PA);193.78;0.59;38.32
Senador La Rocque (MA);130.99;0.51;55.12
Senador Modestino Gonçalves (MG);182.52;0.5;42.48
Senador Pompeu (CE);204.25;0.6;56.43
Senador Rui Palmeira (AL);79.05;0.55;62.14
Senador Sá (CE);91.31;0.52;44.37
Senador Salgado Filho (RS);301.47;0.5;20.5
Sena Madureira (AC);212.97;0.61;25.65
Sengés (PR);479.7;0.58;29.02
Senhora de Oliveira (MG);183.24;0.51;33.72
Senhora do Porto (MG);205.94;0.51;39.39
Senhora dos Remédios (MG);184.12;0.47;31.33
Senhor do Bonfim (BA);338.63;0.63;46.24
Sentinela do Sul (RS);337.01;0.5;19.7
Sento Sé (BA);144.4;0.57;46.26
Serafina Corrêa (RS);742.25;0.46;16.6
Sericita (MG);338.3;0.62;40.87
Seridó (PB);110.79;0.47;58.76
Seringueiras (RO);307.82;0.63;32.74
Sério (RS);312.91;0.43;19.1
Seritinga (MG);263.55;0.44;26.76
Seropédica (RJ);471.07;0.51;21.44
Serra Alta (SC);432.36;0.43;20.6
Serra Azul de Minas (MG);152.07;0.58;34.77
Serra Azul (SP);429;0.45;25.2
Serra Branca (PB);225.87;0.53;44.05
Serra da Raiz (PB);136.61;0.49;42.22
Serra da Saudade (MG);494.31;0.38;24.87
Serra de São Bento (RN);103.86;0.55;42.04
Serra do Mel (RN);171.39;0.46;56.59
Serra do Navio (AP);292.45;0.6;28.35
Serra do Ramalho (BA);122.5;0.56;47.63
Serra dos Aimorés (MG);248.39;0.56;36.29
Serra do Salitre (MG);448.76;0.53;26.93
Serra Dourada (BA);136.27;0.51;41.57
Serra (ES);472.25;0.5;15.59
Serra Grande (PB);201.97;0.52;48.71
Serrana (SP);491.59;0.43;23.8
Serra Negra do Norte (RN);209.6;0.5;32.02
Serra Negra (SP);915.88;0.54;16.4
Serrania (MG);376.12;0.46;24.57
Serrano do Maranhão (MA);84.24;0.5;53.01
Serranópolis de Minas (MG);189.98;0.43;35.03
Serranópolis do Iguaçu (PR);540.54;0.57;18.89
Serranópolis (GO);510.02;0.51;21.9
Serranos (MG);219.37;0.48;33.34
Serra Nova Dourada (MT);239.92;0.64;30.06
Serra Preta (BA);142.27;0.48;53.37
Serra Redonda (PB);183.36;0.48;49.8
Serraria (PB);130.02;0.57;43.55
Serra Talhada (PE);250.29;0.58;40.58
Serrinha (BA);223.54;0.59;43.01
Serrinha dos Pintos (RN);187.55;0.53;55.25
Serrinha (RN);138.72;0.52;47.54
Serrita (PE);144.4;0.56;51.51
Serrolândia (BA);167.64;0.52;42.54
Serro (MG);234.7;0.65;31.15
Sertaneja (PR);497.33;0.57;23.91
Sertânia (PE);204.52;0.6;47.35
Sertanópolis (PR);647.73;0.56;25.3
Sertão (RS);538.09;0.51;14.2
Sertão Santana (RS);510.51;0.56;21.5
Sertãozinho (PB);158.34;0.46;48.92
Sertãozinho (SP);785.09;0.5;16.2
Sete Barras (SP);330.75;0.56;25.7
Sete de Setembro (RS);248.72;0.5;19.3
Sete Lagoas (MG);555.25;0.56;26.99
Sete Quedas (MS);464.98;0.54;33.1
Setubinha (MG);154.73;0.54;52
Severiano de Almeida (RS);477.91;0.46;16
Severiano Melo (RN);148.36;0.52;43.67
Severínia (SP);632.46;0.5;19.3
Siderópolis (SC);640.26;0.46;23.2
Sidrolândia (MS);471.31;0.59;24.83
Sigefredo Pacheco (PI);98.06;0.5;44.64
Silva Jardim (RJ);392.42;0.54;19.21
Silvânia (GO);461.37;0.56;20.7
Silvanópolis (TO);214.05;0.56;42.69
Silveira Martins (RS);534.42;0.53;13.1
Silveirânia (MG);219.58;0.48;27.12
Silveiras (SP);427.82;0.6;18.8
Silves (AM);226.09;0.56;42.43
Silvianópolis (MG);528.11;0.51;26.01
Simão Dias (SE);170.89;0.49;47.08
Simão Pereira (MG);389.32;0.5;19.49
Simões Filho (BA);304.53;0.52;36.91
Simões (PI);132.29;0.57;49.14
Simolândia (GO);238.09;0.47;28.1
Simonésia (MG);289.52;0.51;34.42
Simplício Mendes (PI);248.04;0.61;36.74
Sinimbu (RS);388.6;0.49;23
Sinop (MT);676.93;0.55;17.54
Siqueira Campos (PR);407.53;0.51;24.88
Sirinhaém (PE);173.18;0.54;47.34
Siriri (SE);182.16;0.49;43.34
Sítio D'Abadia (GO);239.46;0.59;25
Sítio do Mato (BA);109.28;0.57;47.97
Sítio do Quinto (BA);211.39;0.55;64.86
Sítio Novo do Tocantins (TO);133.23;0.56;50.49
Sítio Novo (MA);148.87;0.59;48
Sítio Novo (RN);113.76;0.52;47.54
Sobradinho (BA);272.74;0.57;48.34
Sobradinho (RS);517.65;0.57;20.3
Sobrado (PB);141.97;0.49;48.71
Sobral (CE);299.41;0.59;39.01
Sobrália (MG);201.52;0.49;32.8
Socorro do Piauí (PI);103.73;0.56;56.28
Socorro (SP);633.8;0.49;19.6
Solânea (PB);206.9;0.61;43.35
Soledade de Minas (MG);316.66;0.46;18.21
Soledade (PB);203.44;0.53;48.71
Soledade (RS);528.85;0.57;20.5
Solidão (PE);97.03;0.56;73.83
Solonópole (CE);163.36;0.51;47.3
Sombrio (SC);528.99;0.45;19.5
Sonora (MS);541.74;0.5;24.83
Sooretama (ES);316.51;0.5;28.72
Sorocaba (SP);887.05;0.52;17.2
Sorriso (MT);904.73;0.55;17.2
Sossêgo (PB);121.06;0.46;49.8
Soure (PA);223.92;0.6;33.34
Sousa (PB);289.34;0.56;35.92
Souto Soares (BA);152.79;0.54;55.7
Sucupira do Norte (MA);109.45;0.58;57.82
Sucupira do Riachão (MA);135.37;0.51;48.15
Sucupira (TO);324.39;0.5;35.32
Sud Mennucci (SP);502.21;0.53;23.7
Sul Brasil (SC);279.87;0.53;23.1
Sulina (PR);387.24;0.49;20.39
Sumaré (SP);590.4;0.45;17.7
Sumé (PB);196.9;0.5;37.33
Sumidouro (RJ);432.45;0.54;18.73
Surubim (PE);262.13;0.52;64.7
Sussuapara (PI);146.32;0.48;54.95
Suzanápolis (SP);376.12;0.48;25
Suzano (SP);580.71;0.5;22.6
Tabaí (RS);430.96;0.44;23.2
Tabaporã (MT);546.51;0.44;29.08
Tabapuã (SP);499.97;0.49;18.9
Tabatinga (AM);279.82;0.63;36.03
Tabatinga (SP);530.09;0.48;20.4
Tabira (PE);170.68;0.58;58.58
Taboão da Serra (SP);722.69;0.47;16.9
Tabocas do Brejo Velho (BA);149.13;0.54;41.38
Taboleiro Grande (RN);180.01;0.48;43.38
Tabuleiro do Norte (CE);243.29;0.54;31.29
Tabuleiro (MG);292.68;0.51;27.12
Tacaimbó (PE);155.64;0.5;57.81
Tacaratu (PE);138.11;0.58;78.79
Taciba (SP);437.89;0.43;19.6
Tacima (PB);120.1;0.58;52.88
Tacuru (MS);236.7;0.54;33.1
Taguaí (SP);436.22;0.5;18.4
Taguatinga (TO);259.56;0.64;39.85
Taiaçu (SP);471.48;0.41;23.4
Tailândia (PA);304.87;0.61;28.39
Taiobeiras (MG);256.46;0.58;23.07
Taió (SC);571.94;0.53;17.5
Taipas do Tocantins (TO);213.09;0.51;44.26
Taipu (RN);146.74;0.48;56.59
Taiúva (SP);621.86;0.5;16.2
Talismã (TO);340.05;0.63;27.35
Tamandaré (PE);171.77;0.55;69.58
Tamarana (PR);328.06;0.56;28.59
Tambaú (SP);510.14;0.45;22
Tamboara (PR);379.1;0.45;18.89
Tamboril (CE);112.89;0.52;40.38
Tamboril do Piauí (PI);129.9;0.54;58.65
Tanabi (SP);588.87;0.5;20.8
Tangará da Serra (MT);656.6;0.58;27.73
Tangará (RN);149.45;0.52;52
Tangará (SC);561.55;0.55;20.1
Tanguá (RJ);366.32;0.44;26.51
Tanhaçu (BA);244.98;0.57;43.41
Tanque D'Arca (AL);130.62;0.5;43.37
Tanque do Piauí (PI);115.27;0.48;55.8
Tanque Novo (BA);150.04;0.6;37.61
Tanquinho (BA);216.89;0.52;47.81
Taparuba (MG);267.24;0.43;28.66
Tapauá (AM);95.65;0.6;63.34
Tapejara (PR);392.22;0.49;29.59
Tapejara (RS);559.97;0.51;17.1
Tapera (RS);616.15;0.56;19.1
Taperoá (BA);150.21;0.57;51.24
Taperoá (PB);139.37;0.52;49.94
Tapes (RS);552.7;0.6;19.1
Tapiraí (MG);318.75;0.44;22.06
Tapiraí (SP);431.72;0.49;21.7
Tapira (MG);431.25;0.5;19.45
Tapiramutá (BA);161.6;0.51;47.46
Tapira (PR);335.39;0.5;27.3
Tapiratiba (SP);539.36;0.4;18.3
Tapurah (MT);789.61;0.51;21.99
Taquaraçu de Minas (MG);288.43;0.51;21.23
Taquaral de Goiás (GO);416.97;0.46;30.4
Taquaral (SP);782.55;0.51;21.4
Taquarana (AL);125.15;0.51;43.11
Taquara (RS);678.38;0.52;13.9
Taquari (RS);522.53;0.5;17.2
Taquaritinga do Norte (PE);276.04;0.52;36.28
Taquaritinga (SP);604.77;0.51;19.5
Taquarituba (SP);470.77;0.58;24.6
Taquarivaí (SP);339.15;0.43;24.2
Taquaruçu do Sul (RS);348.87;0.56;17.7
Taquarussu (MS);280.86;0.51;32.47
Tarabai (SP);324.98;0.45;19.6
Tarauacá (AC);166.6;0.65;40.18
Tarrafas (CE);89;0.54;64.67
Tartarugalzinho (AP);202.56;0.65;34.26
Tarumã (SP);473.46;0.48;18.6
Tarumirim (MG);257.76;0.6;33.68
Tasso Fragoso (MA);129.4;0.55;48
Tatuí (SP);661.92;0.47;16.9
Tauá (CE);206.21;0.61;36.25
Taubaté (SP);912.43;0.54;16.5
Tavares (PB);121.45;0.52;44.55
Tavares (RS);450.71;0.59;18.7
Tefé (AM);236.73;0.57;39.53
Teixeira de Freitas (BA);401.72;0.61;39.85
Teixeira (PB);166.58;0.55;51.05
Teixeiras (MG);337.95;0.55;37.06
Teixeira Soares (PR);365.42;0.56;31.59
Teixeirópolis (RO);279.34;0.5;29.28
Tejuçuoca (CE);112.1;0.52;52
Tejupá (SP);346.67;0.48;24.4
Telêmaco Borba (PR);543.71;0.52;30.41
Telha (SE);160.38;0.48;61.91
Tenente Ananias (RN);119.19;0.56;53.02
Tenente Laurentino Cruz (RN);175.65;0.51;68.12
Tenente Portela (RS);354.86;0.59;22.9
Tenório (PB);146.94;0.43;60.68
Teodoro Sampaio (BA);161.07;0.54;34.11
Teodoro Sampaio (SP);517.56;0.59;22.2
Teofilândia (BA);168.95;0.66;50.36
Teófilo Otoni (MG);415.51;0.6;29.4
Teolândia (BA);128.52;0.51;42.86
Teotônio Vilela (AL);166.55;0.51;68.41
Terenos (MS);374.31;0.51;26.2
Teresina de Goiás (GO);259.09;0.52;30.8
Teresina (PI);498.4;0.63;32.67
Teresópolis (RJ);723.68;0.57;15.69
Terezinha (PE);92.91;0.53;67.08
Terezópolis de Goiás (GO);322.73;0.43;28.5
Terra Alta (PA);193.82;0.54;35.75
Terra Boa (PR);382.7;0.46;26.6
Terra de Areia (RS);493.64;0.5;19.7
Terra Nova (BA);163.44;0.5;42.13
Terra Nova do Norte (MT);333.73;0.56;29.75
Terra Nova (PE);203.7;0.51;52.18
Terra Rica (PR);438.67;0.54;29.01
Terra Roxa (PR);402.23;0.51;22
Terra Roxa (SP);408.64;0.45;19.4
Terra Santa (PA);154.11;0.54;33.34
Tesouro (MT);415.93;0.51;23.46
Teutônia (RS);610.11;0.42;15.1
Theobroma (RO);230.65;0.58;34.28
Tianguá (CE);182.63;0.58;44.81
Tibagi (PR);303.41;0.55;25.4
Tibau do Sul (RN);259.97;0.56;34.55
Tibau (RN);229.53;0.5;39.34
Tietê (SP);841.86;0.48;16.2
Tigrinhos (SC);226.8;0.43;25.8
Tijucas do Sul (PR);333.31;0.53;33.78
Tijucas (SC);780.92;0.57;21.8
Timbaúba dos Batistas (RN);345.31;0.42;42.04
Timbaúba (PE);233.83;0.57;55.42
Timbé do Sul (SC);546.41;0.47;23.1
Timbiras (MA);100.08;0.61;55.92
Timbó Grande (SC);233.71;0.52;33.1
Timbó (SC);774.58;0.46;20.2
Timburi (SP);395.3;0.47;26.1
Timon (MA);205.21;0.5;44.56
Timóteo (MG);589.8;0.52;18.68
Tio Hugo (RS);428.6;0.47;19.1
Tiradentes do Sul (RS);289.15;0.51;18.9
Tiradentes (MG);521.35;0.56;21.67
Tiros (MG);398.31;0.52;19.66
Tobias Barreto (SE);200.18;0.55;64.26
Tocantínia (TO);248.19;0.64;42.05
Tocantinópolis (TO);252.16;0.6;45.19
Tocantins (MG);423.45;0.54;23.2
Tocos do Moji (MG);289.73;0.43;26.69
Toledo (MG);417.29;0.52;26.69
Toledo (PR);610.94;0.54;20.99
Tomar do Geru (SE);115.07;0.47;52.67
Tomazina (PR);361.05;0.59;24.69
Tombos (MG);368.03;0.52;23.39
Tomé-Açu (PA);282.23;0.54;40.64
Tonantins (AM);112.67;0.54;47.45
Toritama (PE);386.28;0.43;42.35
Torixoréu (MT);400.85;0.55;24.43
Toropi (RS);292.92;0.46;22.6
Torre de Pedra (SP);347.11;0.41;19.3
Torres (RS);631.08;0.52;12.7
Torrinha (SP);595.88;0.47;17.7
Touros (RN);168.07;0.57;67.13
Trabiju (SP);389.22;0.43;29.2
Tracuateua (PA);119.46;0.55;44.31
Tracunhaém (PE);165.52;0.46;55.24
Traipu (AL);83.2;0.64;51.11
Trairão (PA);213.48;0.55;39.45
Trairi (CE);122.12;0.55;38.89
Trajano de Moraes (RJ);429.98;0.53;18.42
Tramandaí (RS);655.46;0.52;17.4
Travesseiro (RS);427.53;0.35;23.2
Tremedal (BA);156.14;0.53;40.71
Tremembé (SP);764.92;0.53;15.9
Três Arroios (RS);454.08;0.52;13
Três Barras do Paraná (PR);364.01;0.6;24.9
Três Barras (SC);417.61;0.53;26.8
Três Cachoeiras (RS);568.37;0.48;17.8
Três Corações (MG);555.14;0.56;25.74
Três Coroas (RS);604.95;0.45;22.8
Três de Maio (RS);501.81;0.52;17
Três Forquilhas (RS);332.19;0.46;21.8
Três Fronteiras (SP);467.18;0.46;20
Três Lagoas (MS);575.14;0.53;23.32
Três Marias (MG);422.53;0.52;18.14
Três Palmeiras (RS);466.62;0.62;17.8
Três Passos (RS);521.62;0.52;12.7
Três Pontas (MG);545.62;0.55;22.34
Três Ranchos (GO);358.22;0.47;19.5
Três Rios (RJ);520.99;0.54;18.21
Treviso (SC);477.34;0.34;22.1
Treze de Maio (SC);566.64;0.45;20.8
Treze Tílias (SC);633.62;0.56;19.5
Trindade do Sul (RS);273.85;0.55;20.5
Trindade (GO);369.43;0.48;23.4
Trindade (PE);338.39;0.57;65.9
Triunfo (PB);161.04;0.53;44.55
Triunfo (PE);225.18;0.59;34.96
Triunfo Potiguar (RN);154.61;0.48;64.74
Triunfo (RS);566.76;0.55;19.5
Trizidela do Vale (MA);163.22;0.46;52.12
Trombas (GO);269.1;0.49;26.8
Trombudo Central (SC);536.85;0.49;19.6
Tubarão (SC);754.61;0.51;16.3
Tucano (BA);150.91;0.55;60.08
Tucumã (PA);497.71;0.57;29.34
Tucunduva (RS);491.3;0.48;17.8
Tucuruí (PA);354.61;0.57;26.45
Tufilândia (MA);129.96;0.52;57.11
Tuiuti (SP);468.84;0.41;16.5
Tumiritinga (MG);238.99;0.51;33.72
Tunápolis (SC);381.12;0.49;19.1
Tunas do Paraná (PR);344.57;0.52;26.41
Tunas (RS);210.59;0.47;22.9
Tuneiras do Oeste (PR);304.58;0.44;33.4
Tuntum (MA);128.73;0.57;56.56
Tupaciguara (MG);491.66;0.58;17.99
Tupanatinga (PE);102.39;0.59;75.24
Tupanci do Sul (RS);377.39;0.5;19.8
Tupanciretã (RS);460.02;0.62;19.6
Tupandi (RS);570.05;0.4;16.4
Tuparendi (RS);486.08;0.53;17.7
Tuparetama (PE);205.87;0.58;45.63
Tupã (SP);695.09;0.56;16.1
Tupãssi (PR);535.42;0.54;25.4
Tupi Paulista (SP);625.56;0.53;16.2
Tupirama (TO);201.92;0.54;41.23
Tupiratins (TO);263.23;0.57;42.69
Turiaçu (MA);104.88;0.57;46.22
Turilândia (MA);100.51;0.52;46.22
Turiúba (SP);454.37;0.44;19.6
Turmalina (MG);250.78;0.51;25.9
Turmalina (SP);391.28;0.44;19.7
Turuçu (RS);347.37;0.48;25.5
Tururu (CE);105.47;0.54;46.97
Turvânia (GO);371.96;0.49;34.1
Turvelândia (GO);394.57;0.51;27
Turvolândia (MG);397.58;0.47;19.09
Turvo (PR);240.95;0.55;28.6
Turvo (SC);687.86;0.5;16.3
Tutóia (MA);113.85;0.56;56.56
Uarini (AM);148.94;0.51;47.88
Uauá (BA);154.14;0.56;50.61
Ubaí (MG);165.15;0.58;39.1
Ubaíra (BA);173.83;0.51;43.25
Ubaitaba (BA);200.76;0.57;46.7
Ubajara (CE);213.07;0.54;43.6
Ubá (MG);517.54;0.54;25.76
Ubaporanga (MG);294.44;0.49;30.58
Ubarana (SP);350.78;0.42;18.6
Ubatã (BA);222.1;0.61;41.57
Ubatuba (SP);635.69;0.57;23.8
Uberaba (MG);790.5;0.54;17.98
Uberlândia (MG);768.83;0.53;20.01
Ubirajara (SP);360.41;0.43;25
Ubiratã (PR);374.13;0.54;20.69
Ubiretama (RS);249.61;0.45;18.3
Uchoa (SP);477.69;0.47;21.3
Uibaí (BA);188.41;0.53;50.28
Uiramutã (RR);76.77;0.79;38.91
Uirapuru (GO);219.56;0.52;28.8
Uiraúna (PB);238.71;0.6;40.58
Ulianópolis (PA);506.32;0.7;42.75
Umari (CE);126.74;0.57;59.08
Umarizal (RN);199.02;0.56;53.71
Umbaúba (SE);176.67;0.5;59.59
Umburanas (BA);135.05;0.5;66
Umburatiba (MG);184.46;0.49;36.29
Umbuzeiro (PB);145.66;0.54;55.93
Umirim (CE);117.49;0.53;64.67
Umuarama (PR);616.93;0.53;20.9
Una (BA);161.71;0.52;50.13
Unaí (MG);681.53;0.59;16.03
União da Serra (RS);635.85;0.41;13.2
União da Vitória (PR);564.17;0.51;26
União de Minas (MG);391.96;0.54;30.15
União do Oeste (SC);566.4;0.52;29.7
União dos Palmares (AL);183.75;0.54;46.37
União do Sul (MT);571.7;0.47;24.81
União Paulista (SP);343.37;0.39;18.1
União (PI);126.81;0.54;42.37
Uniflor (PR);353.52;0.48;25.98
Unistalda (RS);253.81;0.5;19.5
Upanema (RN);131.16;0.56;60.92
Uraí (PR);435.66;0.54;25.4
Urandi (BA);283;0.56;34.11
Urânia (SP);468.48;0.51;23
Urbano Santos (MA);94.53;0.6;48.79
Uruaçu (GO);384;0.57;24.2
Uruana de Minas (MG);168.52;0.51;29.71
Uruana (GO);398.48;0.55;32.4
Uruará (PA);353.67;0.57;30.9
Urubici (SC);429.6;0.58;23
Uruburetama (CE);150.06;0.48;47.16
Urucânia (MG);283.38;0.52;33.68
Urucará (AM);246.99;0.62;39.16
Uruçuca (BA);170.07;0.5;32.89
Urucuia (MG);173.98;0.47;30.83
Uruçuí (PI);177.16;0.54;38.17
Urucurituba (AM);126.6;0.58;41.14
Uruguaiana (RS);579.65;0.58;16
Uruoca (CE);112.11;0.53;47.96
Urupá (RO);254.48;0.58;32.08
Urupema (SC);479.15;0.48;24.4
Urupês (SP);564.82;0.52;18.5
Uru (SP);419.88;0.41;24.5
Urussanga (SC);676.95;0.47;14.7
Urutaí (GO);474.75;0.49;27.4
Utinga (BA);155.39;0.54;60.93
Vacaria (RS);626.15;0.54;18.6
Vale de São Domingos (MT);267.73;0.46;37.61
Vale do Anari (RO);394.02;0.59;35.05
Vale do Paraíso (RO);333.84;0.59;28.36
Vale do Sol (RS);367.71;0.45;21.6
Valença (BA);260.46;0.58;41.73
Valença do Piauí (PI);274.03;0.56;38.9
Valença (RJ);535.61;0.55;19.36
Valente (BA);207.37;0.53;44.43
Valentim Gentil (SP);548.41;0.47;18.6
Vale Real (RS);536.91;0.36;20.7
Vale Verde (RS);423.63;0.56;21.6
Valinhos (SP);1115.34;0.54;16.8
Valparaíso de Goiás (GO);573.09;0.5;23.6
Valparaíso (SP);567.42;0.51;23.2
Vanini (RS);481.18;0.4;20.8
Vargeão (SC);648.24;0.62;24.5
Vargem Alegre (MG);217.24;0.49;28.45
Vargem Alta (ES);381.72;0.52;24.76
Vargem Bonita (MG);393.17;0.45;22.06
Vargem Bonita (SC);402.39;0.48;25
Vargem Grande do Rio Pardo (MG);161.34;0.51;35.42
Vargem Grande do Sul (SP);557.05;0.46;20.3
Vargem Grande (MA);100.86;0.51;48.79
Vargem Grande Paulista (SP);645.98;0.51;17.3
Vargem (SC);393.19;0.5;25
Vargem (SP);498.41;0.48;16.8
Varginha (MG);753.95;0.56;17.81
Varjão de Minas (MG);343.98;0.39;28.49
Varjão (GO);343.85;0.46;21.1
Varjota (CE);178.04;0.56;44.81
Varre-Sai (RJ);352.36;0.57;26.31
Várzea Alegre (CE);162.42;0.59;45.92
Várzea Branca (PI);96.88;0.56;56.28
Várzea da Palma (MG);299.13;0.54;32.34
Várzea da Roça (BA);131.79;0.5;47.63
Várzea do Poço (BA);177.6;0.5;37.94
Várzea Grande (MT);494.04;0.49;21.68
Várzea Grande (PI);170.67;0.51;46.16
Várzea Nova (BA);154.49;0.5;72.08
Várzea Paulista (SP);525.31;0.39;17.9
Várzea (PB);171.98;0.41;34.85
Várzea (RN);167.23;0.49;43.67
Varzedo (BA);150.83;0.52;40.57
Varzelândia (MG);147.51;0.51;39.1
Vassouras (RJ);580.27;0.58;18.91
Vazante (MG);509.74;0.53;26.71
Venâncio Aires (RS);513.82;0.48;20
Venda Nova do Imigrante (ES);586.55;0.59;26.73
Venha-Ver (RN);85.42;0.5;64.69
Ventania (PR);338.88;0.48;32.5
Venturosa (PE);204.55;0.53;60.4
Vera Cruz (BA);292.84;0.58;37.84
Vera Cruz do Oeste (PR);394.8;0.61;32.08
Vera Cruz (RN);230.53;0.49;60.54
Vera Cruz (RS);452.76;0.5;22.2
Vera Cruz (SP);543.53;0.51;23.1
Vera Mendes (PI);108.13;0.49;67.35
Vera (MT);485.98;0.45;17.54
Veranópolis (RS);866.08;0.47;14.1
Verdejante (PE);142.09;0.54;47.34
Verdelândia (MG);119.94;0.45;39.1
Vereda (BA);173.94;0.55;48.46
Veredinha (MG);180.82;0.48;30.44
